filename,model_type,prompt_detail,temp,completion_id,compiled,passed_bench,period_low,entropy_low,period_high,entropy_high,area
completions_claude/completion_H_t0.7_35.v,claude,H,0.7,35,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_36.v,claude,H,0.7,36,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_37.v,claude,H,0.7,37,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_38.v,claude,H,0.7,38,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_39.v,claude,H,0.7,39,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_40.v,claude,H,0.7,40,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_41.v,claude,H,0.7,41,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_42.v,claude,H,0.7,42,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_43.v,claude,H,0.7,43,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_44.v,claude,H,0.7,44,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_45.v,claude,H,0.7,45,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_46.v,claude,H,0.7,46,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_47.v,claude,H,0.7,47,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_48.v,claude,H,0.7,48,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_49.v,claude,H,0.7,49,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_50.v,claude,H,0.7,50,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_51.v,claude,H,0.7,51,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_52.v,claude,H,0.7,52,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_53.v,claude,H,0.7,53,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_54.v,claude,H,0.7,54,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_55.v,claude,H,0.7,55,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_56.v,claude,H,0.7,56,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_57.v,claude,H,0.7,57,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_58.v,claude,H,0.7,58,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_59.v,claude,H,0.7,59,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_60.v,claude,H,0.7,60,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_61.v,claude,H,0.7,61,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_62.v,claude,H,0.7,62,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_63.v,claude,H,0.7,63,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_64.v,claude,H,0.7,64,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_65.v,claude,H,0.7,65,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_66.v,claude,H,0.7,66,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_67.v,claude,H,0.7,67,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_68.v,claude,H,0.7,68,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_69.v,claude,H,0.7,69,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_70.v,claude,H,0.7,70,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_71.v,claude,H,0.7,71,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_72.v,claude,H,0.7,72,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_73.v,claude,H,0.7,73,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_74.v,claude,H,0.7,74,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_75.v,claude,H,0.7,75,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_76.v,claude,H,0.7,76,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_77.v,claude,H,0.7,77,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_78.v,claude,H,0.7,78,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_79.v,claude,H,0.7,79,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_80.v,claude,H,0.7,80,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_81.v,claude,H,0.7,81,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_82.v,claude,H,0.7,82,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_83.v,claude,H,0.7,83,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_84.v,claude,H,0.7,84,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_85.v,claude,H,0.7,85,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_86.v,claude,H,0.7,86,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_87.v,claude,H,0.7,87,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_88.v,claude,H,0.7,88,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_89.v,claude,H,0.7,89,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_90.v,claude,H,0.7,90,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_91.v,claude,H,0.7,91,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_92.v,claude,H,0.7,92,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_93.v,claude,H,0.7,93,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_94.v,claude,H,0.7,94,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_95.v,claude,H,0.7,95,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_96.v,claude,H,0.7,96,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_97.v,claude,H,0.7,97,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_98.v,claude,H,0.7,98,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t0.7_99.v,claude,H,0.7,99,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_0.v,claude,H,1.0,0,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_1.v,claude,H,1.0,1,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_2.v,claude,H,1.0,2,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_3.v,claude,H,1.0,3,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_4.v,claude,H,1.0,4,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_5.v,claude,H,1.0,5,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_6.v,claude,H,1.0,6,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_7.v,claude,H,1.0,7,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_8.v,claude,H,1.0,8,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_9.v,claude,H,1.0,9,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_10.v,claude,H,1.0,10,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_11.v,claude,H,1.0,11,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_12.v,claude,H,1.0,12,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_13.v,claude,H,1.0,13,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_14.v,claude,H,1.0,14,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_15.v,claude,H,1.0,15,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_16.v,claude,H,1.0,16,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_17.v,claude,H,1.0,17,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_18.v,claude,H,1.0,18,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_19.v,claude,H,1.0,19,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_20.v,claude,H,1.0,20,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_21.v,claude,H,1.0,21,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_22.v,claude,H,1.0,22,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_23.v,claude,H,1.0,23,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_24.v,claude,H,1.0,24,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_25.v,claude,H,1.0,25,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_26.v,claude,H,1.0,26,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_27.v,claude,H,1.0,27,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_28.v,claude,H,1.0,28,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_29.v,claude,H,1.0,29,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_30.v,claude,H,1.0,30,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_31.v,claude,H,1.0,31,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_32.v,claude,H,1.0,32,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_33.v,claude,H,1.0,33,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_34.v,claude,H,1.0,34,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_35.v,claude,H,1.0,35,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_36.v,claude,H,1.0,36,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_37.v,claude,H,1.0,37,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_38.v,claude,H,1.0,38,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_39.v,claude,H,1.0,39,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_40.v,claude,H,1.0,40,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_41.v,claude,H,1.0,41,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_42.v,claude,H,1.0,42,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_43.v,claude,H,1.0,43,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_44.v,claude,H,1.0,44,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_45.v,claude,H,1.0,45,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_46.v,claude,H,1.0,46,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_47.v,claude,H,1.0,47,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_48.v,claude,H,1.0,48,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_49.v,claude,H,1.0,49,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_50.v,claude,H,1.0,50,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_51.v,claude,H,1.0,51,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_52.v,claude,H,1.0,52,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_53.v,claude,H,1.0,53,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_54.v,claude,H,1.0,54,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_55.v,claude,H,1.0,55,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_56.v,claude,H,1.0,56,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_57.v,claude,H,1.0,57,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_58.v,claude,H,1.0,58,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_59.v,claude,H,1.0,59,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_60.v,claude,H,1.0,60,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_61.v,claude,H,1.0,61,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_62.v,claude,H,1.0,62,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_63.v,claude,H,1.0,63,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_64.v,claude,H,1.0,64,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_65.v,claude,H,1.0,65,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_66.v,claude,H,1.0,66,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_67.v,claude,H,1.0,67,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_68.v,claude,H,1.0,68,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_69.v,claude,H,1.0,69,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_70.v,claude,H,1.0,70,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_71.v,claude,H,1.0,71,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_72.v,claude,H,1.0,72,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_73.v,claude,H,1.0,73,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_74.v,claude,H,1.0,74,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_75.v,claude,H,1.0,75,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_76.v,claude,H,1.0,76,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_77.v,claude,H,1.0,77,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_78.v,claude,H,1.0,78,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_79.v,claude,H,1.0,79,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_80.v,claude,H,1.0,80,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_81.v,claude,H,1.0,81,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_82.v,claude,H,1.0,82,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_83.v,claude,H,1.0,83,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_84.v,claude,H,1.0,84,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_85.v,claude,H,1.0,85,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_86.v,claude,H,1.0,86,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_87.v,claude,H,1.0,87,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_88.v,claude,H,1.0,88,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_89.v,claude,H,1.0,89,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_90.v,claude,H,1.0,90,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_91.v,claude,H,1.0,91,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_92.v,claude,H,1.0,92,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_93.v,claude,H,1.0,93,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_94.v,claude,H,1.0,94,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_95.v,claude,H,1.0,95,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_96.v,claude,H,1.0,96,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_97.v,claude,H,1.0,97,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_98.v,claude,H,1.0,98,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_claude/completion_H_t1.0_99.v,claude,H,1.0,99,1,1,65535,11.09033797910485,1,0.0,21.921791
completions_llama/completion_L_t0.1_0.v,llama,L,0.1,0,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_1.v,llama,L,0.1,1,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_2.v,llama,L,0.1,2,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_3.v,llama,L,0.1,3,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_4.v,llama,L,0.1,4,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_5.v,llama,L,0.1,5,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_6.v,llama,L,0.1,6,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_7.v,llama,L,0.1,7,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_8.v,llama,L,0.1,8,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_9.v,llama,L,0.1,9,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_10.v,llama,L,0.1,10,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_11.v,llama,L,0.1,11,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_12.v,llama,L,0.1,12,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_13.v,llama,L,0.1,13,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_14.v,llama,L,0.1,14,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_15.v,llama,L,0.1,15,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_16.v,llama,L,0.1,16,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_17.v,llama,L,0.1,17,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_18.v,llama,L,0.1,18,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_19.v,llama,L,0.1,19,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_20.v,llama,L,0.1,20,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_21.v,llama,L,0.1,21,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_22.v,llama,L,0.1,22,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_23.v,llama,L,0.1,23,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_24.v,llama,L,0.1,24,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_25.v,llama,L,0.1,25,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_26.v,llama,L,0.1,26,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_27.v,llama,L,0.1,27,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_28.v,llama,L,0.1,28,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_29.v,llama,L,0.1,29,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_30.v,llama,L,0.1,30,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_31.v,llama,L,0.1,31,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_32.v,llama,L,0.1,32,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_33.v,llama,L,0.1,33,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_34.v,llama,L,0.1,34,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_35.v,llama,L,0.1,35,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_36.v,llama,L,0.1,36,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_37.v,llama,L,0.1,37,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_38.v,llama,L,0.1,38,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_39.v,llama,L,0.1,39,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_40.v,llama,L,0.1,40,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_41.v,llama,L,0.1,41,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_42.v,llama,L,0.1,42,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_43.v,llama,L,0.1,43,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_44.v,llama,L,0.1,44,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_45.v,llama,L,0.1,45,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_46.v,llama,L,0.1,46,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_47.v,llama,L,0.1,47,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_48.v,llama,L,0.1,48,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_49.v,llama,L,0.1,49,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_50.v,llama,L,0.1,50,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_51.v,llama,L,0.1,51,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_52.v,llama,L,0.1,52,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_53.v,llama,L,0.1,53,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_54.v,llama,L,0.1,54,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_55.v,llama,L,0.1,55,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_56.v,llama,L,0.1,56,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_57.v,llama,L,0.1,57,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_58.v,llama,L,0.1,58,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_59.v,llama,L,0.1,59,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_60.v,llama,L,0.1,60,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_61.v,llama,L,0.1,61,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_62.v,llama,L,0.1,62,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_63.v,llama,L,0.1,63,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_64.v,llama,L,0.1,64,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_65.v,llama,L,0.1,65,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_66.v,llama,L,0.1,66,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_67.v,llama,L,0.1,67,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_68.v,llama,L,0.1,68,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_69.v,llama,L,0.1,69,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_70.v,llama,L,0.1,70,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_71.v,llama,L,0.1,71,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_72.v,llama,L,0.1,72,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_73.v,llama,L,0.1,73,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_74.v,llama,L,0.1,74,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_75.v,llama,L,0.1,75,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_76.v,llama,L,0.1,76,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_77.v,llama,L,0.1,77,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_78.v,llama,L,0.1,78,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_79.v,llama,L,0.1,79,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_80.v,llama,L,0.1,80,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_81.v,llama,L,0.1,81,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_82.v,llama,L,0.1,82,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_83.v,llama,L,0.1,83,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_84.v,llama,L,0.1,84,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_85.v,llama,L,0.1,85,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_86.v,llama,L,0.1,86,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_87.v,llama,L,0.1,87,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_88.v,llama,L,0.1,88,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_89.v,llama,L,0.1,89,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_90.v,llama,L,0.1,90,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_91.v,llama,L,0.1,91,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_92.v,llama,L,0.1,92,0,0,0,0.0,0,0.0,
completions_llama/completion_L_t0.1_93.v,llama,L,0.1,93,0,0,0,0.0,0,0.0,
